id,player_id,player,direction,date,date_precision,season,club,club_id,fee_gbp,fee_raw,fee_kind,market_value_eur,type
1994-07-01-david-may-in,david-may,David May,in,1994-07-01,day,1994-95,Blackburn Rovers,blackburn-rovers,1400000,£1.4m,fee,,permanent
1994-07-11-michael-twiss-in,michael-twiss,Michael Twiss,in,1994-07-11,day,1994-95,,,,,none,,youth
1994-07-11-philip-mulryne-in,,Philip Mulryne,in,1994-07-11,day,1994-95,,,,,none,,youth
1994-07-11-ronnie-wallwork-in,ronnie-wallwork,Ronnie Wallwork,in,1994-07-11,day,1994-95,,,,,none,,youth
1994-09-02-neil-whitworth-out,neil-whitworth,Neil Whitworth,out,1994-09-02,day,1994-95,Kilmarnock,kilmarnock,,£,unknown,,permanent
1994-09-05-colin-mckee-out,colin-mckee,Colin McKee,out,1994-09-05,day,1994-95,Kilmarnock,kilmarnock,,£ (joint deal),unknown,,permanent
1994-09-09-dion-dublin-out,dion-dublin,Dion Dublin,out,1994-09-09,day,1994-95,Coventry City,coventry-city,1950000,£1.95m,fee,,permanent
1995-01-10-andy-cole-in,andy-cole,Andy Cole,in,1995-01-10,day,1994-95,Newcastle United,newcastle-united,6000000,£6m,fee,,permanent
1995-01-12-keith-gillespie-out,keith-gillespie,Keith Gillespie,out,1995-01-12,day,1994-95,Newcastle United,newcastle-united,1000000,£1m,fee,,permanent
1995-07-05-mark-hughes-out,mark-hughes,Mark Hughes,out,1995-07-05,day,1995-96,Chelsea,chelsea,1500000,£1.5m,fee,,permanent
1995-07-10-danny-higginbotham-in,danny-higginbotham,Danny Higginbotham,in,1995-07-10,day,1995-96,,,,,none,,youth
1995-07-10-john-curtis-in,john-curtis,John Curtis,in,1995-07-10,day,1995-96,,,,,none,,youth
1995-07-10-mark-wilson-in,mark-wilson,Mark Wilson,in,1995-07-10,day,1995-96,,,,,none,,youth
1995-07-11-paul-ince-out,paul-ince,Paul Ince,out,1995-07-11,day,1995-96,FC Internazionale Milan,fc-internazionale-milan,7000000,£7m,fee,,permanent
1995-08-11-gary-walsh-out,gary-walsh,Gary Walsh,out,1995-08-11,day,1995-96,Middlesbrough,middlesbrough,225000,£225,fee,,permanent
1995-08-25-andrei-kanchelskis-out,andrei-kanchelskis,Andrei Kanchelskis,out,1995-08-25,day,1995-96,Everton,everton,5800000,£5.8m,fee,,permanent
1995-09-25-nick-culkin-in,nick-culkin,Nick Culkin,in,1995-09-25,day,1995-96,York City,york-city,250000,£250,fee,,permanent
1996-06-01-steve-bruce-out,steve-bruce,Steve Bruce,out,1996-06-01,month,1995-96,Birmingham City,birmingham-city,,£Free,free,,permanent
1996-06-30-paul-parker-out,paul-parker,Paul Parker,out,1996-06-30,day,1995-96,Derby County,derby-county,,£Free,free,,permanent
1996-07-01-karel-poborsky-in,karel-poborsky,Karel Poborský,in,1996-07-01,month,1996-97,Slavia Prague,slavia-prague,3500000,£3.5m,fee,,permanent
1996-07-01-raimond-van-der-gouw-in,raimond-van-der-gouw,Raimond van der Gouw,in,1996-07-01,day,1996-97,Vitesse Arnhem,vitesse-arnhem,500000,£500,fee,,permanent
1996-07-01-william-prunier-in,william-prunier,William Prunier,in,1996-07-01,year,1996-97,,,,,unknown,,permanent
1996-07-01-william-prunier-out,william-prunier,William Prunier,out,1996-07-01,year,1996-97,FC Grondins Bordeaux,fc-grondins-bordeaux,,,unknown,,loan
1996-07-08-david-healy-in,david-healy,David Healy,in,1996-07-08,day,1996-97,,,,,none,,youth
1996-07-08-richard-wellens-in,,Richard Wellens,in,1996-07-08,day,1996-97,,,,,none,,youth
1996-07-08-wesley-brown-in,,Wesley Brown,in,1996-07-08,day,1996-97,,,,,none,,youth
1996-07-10-ronny-johnsen-in,ronny-johnsen,Ronny Johnsen,in,1996-07-10,day,1996-97,Besiktas,besiktas,1200000,£1.2m,fee,,permanent
1996-07-29-ole-gunnar-solskjaer-in,ole-gunnar-solskj-r,Ole Gunnar Solskjær,in,1996-07-29,day,1996-97,Molde,molde,1500000,£1.5m,fee,,permanent
1996-08-09-jordi-cruyff-in,jordi-cruijff,Jordi Cruijff,in,1996-08-09,day,1996-97,FC Barcelona,fc-barcelona,1500000,£1.5m,fee,,permanent
1996-08-12-lee-sharpe-out,lee-sharpe,Lee Sharpe,out,1996-08-12,day,1996-97,Leeds United,leeds-united,4500000,£4.5m,fee,,permanent
1997-05-01-eric-cantona-out,eric-cantona,Eric Cantona,out,1997-05-01,month,1996-97,,,,,unknown,,retired
1997-06-27-teddy-sheringham-in,teddy-sheringham,Teddy Sheringham,in,1997-06-27,day,1996-97,,,3500000,£3.5m,fee,,permanent
1997-06-30-lee-roche-in,lee-roche,Lee Roche,in,1997-06-30,day,1996-97,,,,,none,,youth
1997-06-30-luke-chadwick-in,luke-chadwick,Luke Chadwick,in,1997-06-30,day,1996-97,,,,,none,,youth
1997-06-30-michael-stewart-in,michael-stewart,Michael Stewart,in,1997-06-30,day,1996-97,,,,,none,,youth
1997-06-30-paul-rachubka-in,paul-rachubka,Paul Rachubka,in,1997-06-30,day,1996-97,,,,,none,,youth
1997-07-01-patrick-mcgibbon-out,,Patrick McGibbon,out,1997-07-01,month,1997-98,Wigan Athletic,wigan-athletic,250000,£250,fee,,permanent
1997-07-02-erik-nevland-in,erik-nevland,Erik Nevland,in,1997-07-02,day,1997-98,Viking Stavanger,viking-stavanger,1500000,£1.5m,fee,,permanent
1997-08-01-simon-davies-out,simon-davies,Simon Davies,out,1997-08-01,month,1997-98,Luton Town,luton-town,150000,£150,fee,,permanent
1997-08-08-michael-appleton-out,michael-appleton,Michael Appleton,out,1997-08-08,day,1997-98,Preston North End,preston-north-end,,£,unknown,,permanent
1997-08-11-henning-berg-in,henning-berg,Henning Berg,in,1997-08-11,day,1997-98,Blackburn Rovers,blackburn-rovers,5000000,£5m,fee,,permanent
1997-12-30-karel-poborksy-out,,Karel Poborksy,out,1997-12-30,day,1997-98,SL Benfica,sl-benfica,2000000,£2m,fee,,permanent
1998-01-01-john-o-kane-out,john-o-kane,John O'Kane,out,1998-01-01,month,1997-98,Everton,everton,400000,£400,fee,,permanent
1998-03-01-jonathan-greening-in,jonathan-greening,Jonathan Greening,in,1998-03-01,month,1997-98,York City,york-city,750000,£750,fee,,permanent
1998-06-01-graeme-tomlinson-out,graeme-tomlinson,Graeme Tomlinson,out,1998-06-01,month,1997-98,,,,£Free,free,,permanent
1998-06-01-kevin-pilkington-out,kevin-pilkington,Kevin Pilkington,out,1998-06-01,month,1997-98,Port Vale,port-vale,,£Free,free,,permanent
1998-06-30-brian-mcclair-out,brian-mcclair,Brian McClair,out,1998-06-30,day,1997-98,Motherwell,motherwell,,£Free,free,,permanent
1998-07-01-gary-pallister-out,gary-pallister,Gary Pallister,out,1998-07-01,month,1998-99,Middlesbrough,middlesbrough,2500000,£2.5m,fee,,permanent
1998-07-06-danny-webber-in,danny-webber,Danny Webber,in,1998-07-06,day,1998-99,,,,,none,,youth
1998-07-06-mark-lynch-in,mark-lynch,Mark Lynch,in,1998-07-06,day,1998-99,,,,,none,,youth
1998-07-11-jaap-stam-in,jaap-stam,Jaap Stam,in,1998-07-11,day,1998-99,PSV Eindhoven,psv-eindhoven,10750000,£10.75m,fee,,permanent
1998-07-21-jesper-blomqvist-in,jesper-blomqvist,Jesper Blomqvist,in,1998-07-21,day,1998-99,A.C. Parma,a-c-parma,,£,unknown,,permanent
1998-08-01-ben-thornley-out,ben-thornley,Ben Thornley,out,1998-08-01,month,1998-99,Huddersfield Town,huddersfield-town,250000,£250,fee,,permanent
1998-08-03-john-o-shea-in,john-o-shea,John O'Shea,in,1998-08-03,day,1998-99,,,,,none,,youth
1998-08-20-dwight-yorke-in,dwight-yorke,Dwight Yorke,in,1998-08-20,day,1998-99,Aston Villa,aston-villa,12600000,£12.6m,fee,,permanent
1998-11-04-chris-casper-out,chris-casper,Chris Casper,out,1998-11-04,day,1998-99,Reading,reading,300000,£300,fee,,permanent
1999-03-01-philip-mulryne-out,,Philip Mulryne,out,1999-03-01,month,1998-99,Norwich City,norwich-city,500000,£500,fee,,permanent
1999-04-16-terry-cooke-out,terry-cooke,Terry Cooke,out,1999-04-16,day,1998-99,Manchester City,manchester-city,,£,unknown,,permanent
1999-06-01-peter-schmeichel-out,peter-schmeichel,Peter Schmeichel,out,1999-06-01,month,1998-99,Sporting Lisbon,sporting-lisbon,,£Free,free,,permanent
1999-07-02-mark-bosnich-in,mark-bosnich,Mark Bosnich,in,1999-07-02,day,1999-00,Aston Villa,aston-villa,,£Free,free,,permanent
1999-07-05-daniel-nardiello-in,daniel-nardiello,Daniel Nardiello,in,1999-07-05,day,1999-00,,,,,none,,youth
1999-07-05-daniel-pugh-in,,Daniel Pugh,in,1999-07-05,day,1999-00,,,,,none,,youth
1999-07-05-paul-tierney-in,paul-tierney,Paul Tierney,in,1999-07-05,day,1999-00,,,,,none,,youth
1999-07-06-jimmy-davis-in,jimmy-davis,Jimmy Davis,in,1999-07-06,day,1999-00,,,,,none,,youth
